Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
1819,Regime-1,None,11/1/2017,4/30/2018,5/29/2018,VERASTAR LIMITED,03667643,TRUE,FALSE,FALSE,FALSE,19,,,,80,18,2,0,25,0,7,45,7 day payment terms are usually agreed with suppliers who are paid commission for introducing new customers. Longer payment terms up to 45 days are usually agreed with larger suppliers who provide services that are resold to customers. ,,,45,N/A,N/A,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,All disputes with suppliers are considered by the department who is responsible for the supplied goods or services. Disputes are usually flagged to the supplier within a week of receipt of invoice. ,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1819
1820,Regime-1,None,11/1/2017,4/29/2018,5/29/2018,SPORTSDIRECT.COM RETAIL LIMITED,03406347,TRUE,FALSE,FALSE,FALSE,45,,,,35,47,18,0,32,0,1,61,Sportsdirect.com Retail standard term is end of month following which makes up 81% of the invoices. The remaining contracts are negotiated with individual supplier as part of their contract.,,,61,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,The Accounts Payable department is responsible for dispute resolution. Disputes are resolved by negotiation with each individual supplier to ensure that a resolution is reached before the payment date.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1820
1821,Regime-1,None,11/1/2017,4/29/2018,5/29/2018,REPUBLIC.COM RETAIL LIMITED,08248997,TRUE,FALSE,FALSE,FALSE,24,,,,72,22,6,0,31,0,14,58,Republic.com Limited standard term is 14 days which makes up 42% of the invoices. The remaining contracts are negotiated with individual suppliers as part of their contract. ,,,58,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,The Accounts Payable department is responsible for dispute resolution. Disputes are resolved by negotiation with individual suppliers to ensure that a resolution is reached before the due date.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1821
1822,Regime-1,None,11/1/2017,4/29/2018,5/29/2018,THE FLANNELS GROUP LIMITED,02318510,TRUE,FALSE,FALSE,FALSE,40,,,,43,41,16,0,52,0,1,61,The Flannels Group standard payment term is end of the month following which makes up 58% of the invoices. The remaining contracts are negotiated with individual supplier as part of their contract. ,,,61,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,The Accounts Payable department is responsible for dispute resolution. Disputes are resolved by negotiation with individual suppliers to ensure that a resolution is reached before the payment due date.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1822
1823,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,CLIFFORD CHANCE DEUTSCHLAND LLP,OC393460,TRUE,FALSE,FALSE,FALSE,34,,,,71,23,6,0,8,0,45,,45 days standard terms,,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"https://www.cliffordchance.com/Legal_statements.html#Complaints

",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1823
1824,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,FOOT ANSTEY LLP,OC360255,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/1824
1825,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,FOOT ANSTEY LLP,OC360255,TRUE,FALSE,FALSE,FALSE,27,,,,84,11,5,0,20,0,7,60,The majority of our suppliers have 30 days payment terms.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"All invoices require approval from the relevant person in Foot Anstey. Disputes/complaints are either dealt with directly by our person with their contact, or by the Accounts Payable team with the Credit Control department of the supplier.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1825
1826,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,T & E FERRIS LIMITED,06941388,TRUE,FALSE,FALSE,FALSE,19,,,,89,11,0,0,0,0,0,53,30 Days,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Supplier makes contact with Finance team using email accountspayable@burrells.co.uk

If query can't be resolved then escalated to Financial controller Mandy Petitt - mandy@burrells.co.uk",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1826
1827,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,EXCHANGE HOUSE SERVICES LIMITED,06447647,TRUE,FALSE,FALSE,FALSE,26,,,,58,34,8,0,49,0,30,,"Default payment terms for suppliers are 30 days, however terms are agreed with suppliers depending on their company size and the nature of the goods or services provided.",,,60,This maximum payment period is agreed contractually in agreement with vendors. Payment terms are agreed with suppliers depending on their company size and the nature of the goods or services provided.,"Figures in this submission have been calculated in line with the guidance notes issued by the Department for Business, Energy and Industrial Strategy. EHSL operates both daily and weekly payment runs. Weekly payment runs may add additional days to the payment cycle depending on the day of the week the payment is due.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"EHSL will endeavour to advise suppliers promptly of any disputes or reasons why an invoice will not be paid to the agreed terms. Invoices that are subject to dispute will not be paid until resolution of the dispute.  Once resolved, payment will be made in accordance with the terms of the contract. 
Complaints by suppliers should be directed in the first instance to the individual responsible for the expenditure.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1827
1828,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,HERBERT SMITH FREEHILLS LLP,OC310989,TRUE,FALSE,FALSE,FALSE,69,,,,34,13,53,0,11,0,1,60,"HSF LLP does not have standard payment terms. These are agreed with suppliers depending on their company size and the nature of the goods or services provided. In line with standard procedures for law firms, payments relating to client matter disbursement costs are settled in accordance with the terms set out by the Solicitors Regulatory Authority, unless otherwise agreed with the supplier. ",,,90,"This maximum payment period applied only to 9 invoices from 2 suppliers amounting to £2,190 in the reporting period. The length of payment was due to the nature of the services provided. This is not a standard payment term period imposed by HSF LLP.","Figures in this submission have been calculated in line with the guidance notes issued by the Department for Business, Energy and Industrial Strategy. HSF LLP operates both daily and weekly payment runs. Weekly payment runs may add additional days to the payment cycle depending on the day of the week the payment is due.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"HSF LLP will endeavour to advise suppliers promptly of any disputes or reasons why an invoice will not be paid to the agreed terms. Invoices that are subject to dispute will not be paid until resolution of the dispute.  Once resolved, payment will be made in accordance with the terms of the contract.
Complaints by suppliers should be directed in the first instance to the individual responsible for the expenditure.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1828
1829,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,CLARKE WILLMOTT LLP,OC344818,TRUE,FALSE,FALSE,FALSE,24,,,,69,24,7,0,32,0,30,,"Payment terms are agreed with suppliers as part of contract negotiations. The most commonly used terms are 30 days. Once authorised by the relevant department head, trade invoices are paid when due through twice monthly payment runs. In line with standard procedures for law firms, payment to suppliers of client matter disbursement costs including counsels fees are made by the firm within 2 working days of the receipt of payment from clients for those costs, unless agreed otherwise with the supplier.",,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The firm's Accounts Payable department should be the first point of contact if a supplier has a dispute relating to payment. Complaints or concerns will be dealt with by the relevant department head, with the involvement of the Finance Director where necessary.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1829
1830,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,ZND (UK) LIMITED,03447088,TRUE,FALSE,FALSE,FALSE,58,,,,21,26,53,0,25,0,60,,60 Days End of Month,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,A complaint or issue will be raised by the accounts department.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1830
1831,Regime-1,None,11/1/2017,4/27/2018,5/30/2018,AVANT HOMES (ENGLAND) LIMITED,01043597,TRUE,FALSE,FALSE,FALSE,31,,,,42,50,8,0,17,0,30,,"The majority of subcontractors are paid on agreed terms of one month in arrears for the valuation of work performed. The valuation stipulated in the subcontractor’s ‘request for payment’ is subject to approval from an Avant on-site surveyor each month. 

In general terms, purchase ledger payment terms adopted by the Avant Homes Group are for invoices to be settled on the next payment run following the credit terms requested by the respective supplier. These terms range from immediate payment, to payment falling due at the end of the month following the invoice date. Consequently, when the invoice is approved by the appropriate delegated authority, it is allocated for payment accordingly. ",The Avant Homes Group amended its supplier terms and conditions to update its standard payment terms to 60 days. ,"Large existing suppliers were asked to accept the new terms and confirm acceptance back in writing. To date no supplier has been forced to adopt the new extended terms. However, the new payment terms apply to new suppliers. ",60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"At Avant, we strive to resolve queries and disputes on a timely basis. In respect of subcontractors, our dispute resolution process involves a collaborative review of progress on site between Avant surveyor and subcontractor, inclusive of Avant quality check, with reference to the application made. In the majority of circumstances, our commercial staff will resolve a dispute directly with the subcontractor. 

In respect of suppliers, goods received are inspected and receipted on site with any issues arising communicated to the supplier via telephone or email. 

In the rare event that a dispute cannot be resolved by commercial staff the matter will be referred to our in-house legal counsel. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1831
1832,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,HAYS TRAVEL LIMITED,01990682,TRUE,FALSE,FALSE,FALSE,19,,,,78,21,1,0,4,0,1,38,"We generally do not have standard payment terms for our holidays suppliers. It is the supplier who defines the standard payment term.
We have payment requests from holidays suppliers based on a certain amount of days before (packages, flights, cruises) or after (accommodation) the holiday takes place. The payment term that we are reporting here is the difference between the date of statement received and the date of payment.
With this criteria in mind, the standard term per type of supplier are as follows:
Packages:  22 days
Cruise: 6 days
Accommodation: 23 days
Flights - Low cost: 5 days
Flights - Regular airlines: 23 days",,,38,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Our supplier payments team checks internally with both our systems and branches any difference to the statement value sent by the supplier. If the supplier value is verified we pay the amount due and update our costings internally. If the supplier value is not correct, the team will get in touch with the supplier to try and resolve the query before the next statement is issued by the supplier.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1832
1833,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,BURO HAPPOLD LIMITED,02049511,TRUE,FALSE,FALSE,FALSE,36,,,,46,46,8,0,70,0,1,60,"Under standard contractual terms we commit to the payment of all undisputed sums properly due to third party suppliers within 30 days of receipt of a valid invoice. A small number of suppliers have standard terms that are 45 days or 60 days.						
",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We will attempt to resolve in the first instance with negotiations between the authorised representatives of each of the parties. Both parties should continue to perform their relevant obligations, whilst working together to resolve the dispute.

The authorised representative will be the supplier’s main contact with us for these purchases (typically the person who ordered the goods or services and who has been named on the invoice).					
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1833
1834,Regime-1,None,11/1/2017,4/30/2018,5/30/2018,INDEPENDENCE HOMES LIMITED,03419025,TRUE,FALSE,FALSE,FALSE,23,,,,80,16,4,0,4,0,20,60,30 days unless terms have been specifically agree prior to engagement.,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Dispute resolution is dealt with on a case by case basis.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1834
